Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsunami Event Validity,Tsunami Cause Code,Earthquake_Magnitude,Vol,More Info,Deposits,Country,Location Name,Latitude,Longitude,Maximum_Water_Height,Number of Runups,Tsunami Magnitude (Abe),Tsunami Magnitude (Iida),Tsunami Intensity,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
,2016,11,21,20,59,27,4,1,6.9,,,0,JAPAN,E. COAST HONSHU ISLAND,37.393,141.387,1.44,9,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
,2016,11,24,18,43,0,4,1,6.9,,,0,NICARAGUA,NICARAGUA,11.96,-88.835,0.08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,8,17,38,28,4,1,7.8,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.681,161.327,0.43,11,,,,,,,,,,,,,,,,1,1,,,,,,1,191,3,126,3
,2016,12,9,19,11,24,4,1,6.9,,,0,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.749,161.132,0.05,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,17,10,51,5,4,1,7.9,,,0,PAPUA NEW GUINEA,SOLOMON SEA,-4.505,153.522,0.08,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2016,12,25,14,22,0,4,1,7.6,,,0,CHILE,SOUTHERN CHILE,-43.517,-74.391,0.44,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2017,1,3,21,53,7,4,1,6.9,,,0,FIJI,FIJI ISLANDS,-19.373,176.052,0.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,1,22,4,31,36,4,1,7.9,,,0,PAPUA NEW GUINEA,BOUGAINVILLE ISLAND,-6.246,155.172,0.04,1,,,,,,,,,,,,,,,,3,1,,,,,,1,,3,,
,2017,4,24,21,39,22,4,1,6.9,,,0,CHILE,CENTRAL CHILE,-33.038,-72.062,0.16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,28,20,23,26,4,1,6.9,,,0,PHILIPPINES,"SOCCSKSARGEN, PHILIPPINES",5.504,125.066,0.2,1,,,,,,,,2,1,,,,,,,,,,,7,1,,1,1,1,,1
,2017,5,1,12,31,3,4,1,6.2,,,0,USA,"SKAGWAY, AK",59.852,-136.677,0.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,12,12,28,15,4,1,6.3,,,0,GREECE,LESBOS,38.93,26.365,0.4,1,,,,,,,,,,,,,,,,1,1,,,15,1,,2,10,1,250,3
,2017,7,17,23,35,14,4,1,7.7,,,0,RUSSIA,BERING ISLAND,54.443,168.857,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,20,22,31,26,4,1,6.6,,,0,TURKEY,GULF OF GÖKOVA,36.929,27.414,1.9,40,,,,,,,,,,,1,,,,,2,1,,,500,3,,2,,1,,1
,2017,9,8,4,49,2,4,1,8.2,,,1,MEXICO,S. MEXICO,14.761,-94.103,2.7,68,,,,,,,,,,,1,,,,,98,2,,,251,3,4000,4,47468,4,94027,4
,2017,10,31,0,43,12,4,1,6.7,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.697,169.149,0.15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,1,2,24,7,4,1,6.6,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.648,168.859,0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,19,9,26,13,4,1,6.3,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.638,168.673,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,19,15,10,28,4,1,6.6,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.503,168.598,0.08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,19,22,43,25,4,1,7,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.325,168.672,0.37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,10,2,51,29,4,1,7.5,,,0,HONDURAS,OFF COAST OF HONDURAS,17.483,-83.52,0.4,8,,,,,,,,,,,,,,,,,,,,,,,1,,,7,1
,2018,1,14,9,18,0,4,1,7.1,,,0,PERU,S. PERU,-15.982,-74.512,0.15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,1,23,9,32,29,4,1,7.9,,,0,USA,"KODIAK ISLAND, AK",56.004,-149.166,0.25,64,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2018,5,4,22,32,55,4,4,6.9,6864,,0,USA,HAWAII,19.37,-155.032,0.4,7,,,,,,,,,,,,,,,,,,,,1,1,370,4,716,3,,
,2018,7,28,22,47,37,3,1,6.4,,,0,INDONESIA,BALI SEA,-8.274,116.491,2.5,2,,,,,,,,,,,1,,1,,,17,1,,,355,3,,3,5448,4,,3
,2018,8,5,11,46,37,4,1,6.9,,,0,INDONESIA,BALI SEA,-8.287,116.452,2,6,,,,,,,,,,,,,,,,560,3,,,7733,4,509,4,,3,83392,4
,2018,8,19,0,19,37,4,1,8.2,,,0,FIJI,FIJI ISLANDS,-18.178,-178.111,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,21,21,31,46,2,1,7.3,,,0,VENEZUELA,SUCRE,10.855,-62.883,,1,,,,,,,,,,,,,,,,5,1,,,,,,2,,,,3
,2018,8,29,3,51,56,4,1,7.1,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-22.066,170.05,0.27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,28,10,2,43,4,3,7.5,,,1,INDONESIA,SULAWESI,-0.178,119.84,10.73,291,,,,4340,4,667,3,10679,4,1500,4,3673,4,39191,4,4340,4,667,3,10679,4,1500,4,3673,4,39191,4
,2018,10,16,1,3,43,4,1,6.5,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.743,169.522,0.05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,25,22,54,51,4,1,6.8,,,0,GREECE,IONIAN SEA,37.506,20.563,0.5,9,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,
,2018,12,5,4,18,8,4,1,7.5,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-21.969,169.446,2,30,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1
,2019,5,14,12,58,25,2,1,7.6,,,0,PAPUA NEW GUINEA,"RABAUL, NEW BRITAIN",-4.051,152.597,,0,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1
,2019,6,14,0,19,12,4,1,6.4,,,0,CHILE,CENTRAL CHILE,-30.056,-72.082,0.07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019,6,15,22,55,2,4,1,7.2,,,0,NEW ZEALAND,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-30.805,-178.095,0.14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2019,6,18,13,22,19,4,1,6.4,,,0,JAPAN,NIIGATA,38.646,139.472,0.1,5,,,,,,,,,,,,,,,,,,,,28,1,,2,,,144,3
,2019,11,14,16,17,40,4,1,7.1,,,0,INDONESIA,N. MOLUCCAS ISLANDS,1.6,126.416,0.11,8,,,,,,,,,,,,,,,,1,1,,,3,1,,1,,,36,1
,2020,1,7,8,24,26,4,1,6.4,,,0,USA TERRITORY,PUERTO RICO,17.916,-66.813,0.06,6,,,,,,,,,,,,,,,,4,1,,,,1,800,4,300,3,1390,4
,2020,1,28,19,10,25,4,1,7.7,,,0,CUBA,OFF SE COAST,19.44,-78.755,0.11,2,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,3
,2020,3,25,2,49,21,4,1,7.5,,,0,RUSSIA,N. KURIL ISLANDS,48.986,157.693,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,5,2,12,51,6,4,1,6.6,,,0,GREECE,CRETE,34.205,25.712,0.35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,6,18,12,49,53,4,1,7.4,,,0,NEW ZEALAND,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-33.294,-177.838,0.11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,6,23,15,29,5,4,1,7.4,,,0,MEXICO,OFF OF COAST OF OAXACA,16.029,-95.901,1.57,9,,,,,,,,,,,,,,,,10,1,,,24,1,,4,,,8123,4
,2020,7,22,6,12,44,4,1,7.8,,,0,USA,"SHUMAGIN ISLANDS, AK",55.03,-158.522,0.24,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,
,2020,10,19,20,54,39,4,1,7.6,,,0,USA,"SHUMAGIN ISLANDS, AK",54.608,-159.655,0.76,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2020,10,30,11,51,27,4,1,7,,,0,TURKEY,AEGEAN SEA,37.918,26.79,3.8,155,,,,1,1,,,,1,,2,,,,1,118,3,,,1054,4,400,4,,1,,1
,2020,12,27,21,39,14,4,1,6.7,,,0,CHILE,CENTRAL CHILE,-39.343,-74.99,0.16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,1,23,23,36,50,4,1,6.9,,,0,ANTARCTICA,SCOTIA SEA,-61.825,-55.494,0.04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,2,10,13,19,55,4,1,7.7,,,0,NEW CALEDONIA,LOYALTY ISLANDS,-23.054,171.601,0.78,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,3,4,13,27,36,4,1,7.3,,,0,NEW ZEALAND,GISBORNE,-37.563,179.444,0.28,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,3,4,17,41,25,4,1,7.4,,,0,NEW ZEALAND,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.613,-177.843,0.31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,3,4,19,28,31,4,1,8.1,,,0,NEW ZEALAND,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-29.74,-177.267,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,3,18,0,4,6,4,1,6,,,0,ALGERIA,N. ALGERIA,36.915,5.199,0.06,4,,,,,,,,,,,,,,,,,,,,17,1,,1,,,,1
,2021,7,29,6,15,47,4,1,8.2,,,0,USA,"KODIAK ISLAND, AK",55.325,-157.841,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,8,11,17,46,14,4,1,7.1,,,0,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.455,126.742,0.05,2,,,,,,,,,,,,,,,,1,1,,,,,,,,,,
,2021,8,12,18,35,20,4,1,8.1,,,0,UK TERRITORY,SOUTHERN ATLANTIC OCEAN,-58.416,-25.321,0.64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021,8,14,12,29,8,4,1,7.2,,,0,HAITI,PORT-AU-PRINCE,18.408,-73.475,,3,,,,,,,,,,,,,,,,2248,4,329,3,12763,4,,4,53815,4,83770,4
,2021,9,8,1,47,47,4,1,7,,,0,MEXICO,S. MEXICO,16.982,-99.773,0.48,1,,,,,,,,,,,,,,,,3,1,,,,1,,3,,,7317,4
